city,date,fare,ride_id
Mezachester,4/14/19 2:15,15.17,8120000000000
New Shannonberg,4/17/19 20:06,39.47,6600000000000
West Kimmouth,3/24/19 21:04,49.96,5950000000000
New Raymond,2/1/19 4:56,35.6,225000000000
East Danielview,5/4/19 2:14,40.02,3640000000000
Brandonfort,4/19/19 5:52,44.24,1400000000000
New Olivia,4/10/19 23:05,48.31,4540000000000
Myersshire,2/15/19 13:31,40.6,5020000000000
Davidfurt,2/1/19 4:21,20.44,186000000000
Port Shane,2/16/19 3:35,29.99,3150000000000
South Brenda,3/8/19 11:06,41.85,6400000000000
New Shannonberg,2/26/19 18:56,24.28,556000000000
Lake Scott,2/2/19 5:37,26.45,1380000000000
Rodriguezview,2/19/19 8:21,42.1,4260000000000
Lake Robertside,3/30/19 0:54,16.53,30234681362
Veronicaberg,3/28/19 11:03,26.01,5590000000000
Colemanland,2/16/19 3:51,15.04,4030000000000
Myersshire,4/24/19 8:51,26.84,389000000000
New Olivia,5/7/19 2:49,15.41,4680000000000
Nicolechester,3/8/19 16:35,26.12,1530000000000
South Brenda,4/26/19 23:15,33.74,1470000000000
South Teresa,2/23/19 16:30,26.28,7870000000000
North Timothy,2/19/19 14:30,22.97,8120000000000
Davidfurt,2/3/19 3:14,40.18,8120000000000
East Danielview,4/16/19 21:06,42.94,7300000000000
Brandonfort,3/16/19 20:49,19.23,4360000000000
Lake Robertside,1/23/19 0:46,14.29,2340000000000
South Brenda,4/27/19 7:34,30.28,7030000000000
South Teresa,1/20/19 8:25,30.37,9590000000000
East Danielview,3/4/19 4:10,17.89,7640000000000
New Shannonberg,5/2/19 21:53,28.99,3410000000000
Barronchester,4/28/19 11:49,39.19,9920000000000
Barronchester,3/19/19 19:18,46.42,2890000000000
West Hannah,2/22/19 23:29,23.36,8180000000000
Nicolechester,4/28/19 17:38,34.87,5100000000000
Lake Robertside,2/10/19 15:11,20.98,7330000000000
Colemanland,2/10/19 3:12,35.76,8310000000000
Bethanyland,4/17/19 22:37,28.68,3150000000000
East Marymouth,4/9/19 1:04,29.03,8440000000000
Rodriguezview,4/22/19 20:56,44.68,1140000000000
Colemanland,2/19/19 2:23,23.45,1220000000000
Lake Omar,4/13/19 23:28,25.61,3670000000000
Davidfurt,4/18/19 15:43,47.3,8290000000000
Davidfurt,4/3/19 17:52,21.29,3930000000000
New Raymond,3/28/19 14:25,14.75,775000000000
Lake Scott,2/2/19 14:18,17.55,3950000000000
Lake Scott,2/22/19 6:26,37.51,2590000000000
West Kimmouth,2/2/19 19:04,36.71,6550000000000
Davidfurt,5/7/19 14:38,13.05,113000000000
Port Shane,3/27/19 11:55,28.8,4400000000000
Lake Ann,5/2/19 6:15,47.44,9070000000000
North Timothy,4/24/19 12:24,37.71,4500000000000
East Marymouth,2/24/19 18:02,27.38,5220000000000
Lake Robertside,1/25/19 21:44,48.81,6510000000000
Josephside,2/25/19 10:17,35.8,2850000000000
Lake Robertside,1/13/19 4:32,44.66,1760000000000
East Marymouth,3/22/19 21:54,14.13,6500000000000
South Teresa,1/13/19 15:30,20.93,6770000000000
Lake Robertside,4/27/19 6:20,28.29,9600000000000
Lake Robertside,4/7/19 6:35,46.5,5130000000000
Lake Omar,1/3/19 1:16,14.61,7120000000000
Bethanyland,3/23/19 21:53,40.07,636000000000
West Kimmouth,4/29/19 2:04,31.59,8390000000000
Lewisland,2/11/19 9:00,30.56,5330000000000
Barronchester,4/2/19 19:38,28.55,9110000000000
Mezachester,5/7/19 15:34,44.87,6590000000000
Rodriguezview,4/7/19 3:41,13.71,4670000000000
Lewishaven,4/12/19 15:01,49.15,6410000000000
South Brenda,2/18/19 6:29,41.32,9770000000000
Lake Omar,4/15/19 16:39,45.64,3820000000000
Lewisland,1/30/19 14:09,46.7,9370000000000
Nicolechester,1/22/19 14:48,32.03,8090000000000
Lake Scott,1/11/19 0:04,23.44,8560000000000
Davidfurt,2/5/19 18:23,27.55,6570000000000
Port Shane,4/18/19 0:52,12.05,1550000000000
Bethanyland,3/14/19 9:47,44.31,579000000000
South Teresa,3/8/19 5:29,42.68,6550000000000
Josephside,4/12/19 14:30,37.37,2630000000000
Myersshire,4/17/19 23:24,20.51,4670000000000
Victoriaport,2/6/19 16:28,45.86,6840000000000
Brandonfort,1/30/19 1:51,17.5,6480000000000
Bethanyland,3/15/19 13:10,39.66,9770000000000
East Marymouth,3/5/19 19:06,25.44,7450000000000
North Jeffrey,3/19/19 6:00,31.16,2460000000000
Victoriaport,1/29/19 4:04,35.5,2190000000000
Mezachester,1/15/19 4:53,16.6,3360000000000
Rodriguezview,2/14/19 1:59,30.39,9180000000000
West Hannah,2/23/19 11:22,23.5,7800000000000
Port Shane,3/17/19 0:39,47.75,1420000000000
Colemanland,1/22/19 10:21,46.43,3160000000000
Nicolechester,3/28/19 4:12,26.22,123000000000
Josephside,1/2/19 7:26,33.57,8530000000000
Lewisland,1/23/19 18:17,26.69,4360000000000
South Teresa,2/11/19 15:07,28.64,321000000000
West Kimmouth,2/18/19 11:53,49.38,1630000000000
Davidfurt,3/9/19 23:07,26.24,4650000000000
North Jeffrey,2/21/19 12:56,22.96,6850000000000
East Kentstad,4/10/19 20:44,21.38,9080000000000
Brandonfort,4/4/19 21:13,21.56,8110000000000
Lewishaven,3/29/19 7:24,14.21,126000000000
East Danielview,4/26/19 8:14,40.76,2970000000000
Veronicaberg,4/2/19 3:59,16.63,4530000000000
Lake Omar,5/5/19 23:39,12.45,6380000000000
Lake Omar,4/13/19 7:09,24.9,9450000000000
Josephside,3/18/19 22:55,35.58,5450000000000
Port Shane,3/19/19 12:25,40.39,910000000000
Rodriguezview,2/21/19 1:34,36.37,4980000000000
East Kentstad,1/10/19 11:15,24.65,7200000000000
Brandonfort,3/3/19 4:25,46.01,2290000000000
North Timothy,3/17/19 8:33,45.33,1760000000000
North Richardhaven,3/19/19 5:25,18.01,2800000000000
East Danielview,2/4/19 11:01,38.38,2530000000000
Colemanland,4/5/19 5:23,43.91,389000000000
East Marymouth,3/13/19 8:07,27.54,9780000000000
Lake Robertside,2/16/19 7:14,47.31,6270000000000
North Jeffrey,4/27/19 10:17,20.41,903000000000
East Danielview,3/27/19 16:22,36,1410000000000
New Olivia,2/5/19 22:03,35.76,5890000000000
Lake Robertside,2/12/19 9:45,20.03,9630000000000
South Brenda,3/19/19 19:25,48.98,8690000000000
Josephside,4/24/19 10:29,42.58,1070000000000
West Kimmouth,3/5/19 22:04,48.2,321833677
Barronchester,4/5/19 14:12,33.5,91435348621
Bethanyland,3/6/19 10:01,13.86,8570000000000
Lake Omar,2/20/19 21:56,33.61,2720000000000
Williamsonville,4/28/19 19:35,16.96,9630000000000
Colemanland,1/19/19 15:24,24.4,6650000000000
Port Shane,1/30/19 20:43,49.52,8260000000000
West Kimmouth,3/13/19 14:50,18.72,9390000000000
Nicolechester,5/5/19 8:45,15.43,8500000000000
Mezachester,4/19/19 19:05,29.12,8890000000000
New Olivia,3/27/19 9:35,34.54,4640000000000
East Danielview,1/25/19 11:58,48.32,1830000000000
Brandonfort,4/15/19 4:12,47.17,7390000000000
Port Shane,4/3/19 22:33,15.59,127000000000
Colemanland,5/4/19 4:24,12.62,4900000000000
South Teresa,3/5/19 19:18,32.29,4980000000000
South Brenda,4/25/19 7:08,23.6,1780000000000
East Aaronbury,4/11/19 3:24,34.4,6540000000000
Sotoville,3/13/19 16:06,14.36,8630000000000
West Hannah,1/21/19 19:54,41.95,16507766547
South Teresa,3/9/19 9:54,25.08,8140000000000
Bethanyland,4/2/19 4:29,34.38,1780000000000
West Hannah,3/2/19 17:06,13.92,7390000000000
Lake Robertside,4/3/19 3:27,12.76,1300000000000
Colemanland,1/10/19 6:49,27.7,8700000000000
East Marymouth,2/12/19 23:18,47.41,7410000000000
New Raymond,2/11/19 17:28,17.97,7550000000000
Randallchester,4/13/19 11:13,43.22,1080000000000
North Holly,2/2/19 14:54,12.42,1990000000000
Michaelberg,3/27/19 18:27,54.85,4420000000000
Lake Latoyabury,2/23/19 21:12,47.9,3270000000000
Lake Latoyabury,5/6/19 8:57,51.8,4020000000000
Taylorhaven,4/6/19 1:01,45.31,2280000000000
Garzaport,2/18/19 18:27,36.16,2930000000000
New Ryantown,1/27/19 17:33,42.68,7990000000000
Lake Latoyabury,4/2/19 21:00,13.46,8230000000000
North Holly,2/16/19 17:02,39.46,4570000000000
Bradshawfurt,3/6/19 21:44,19.74,6080000000000
South Marychester,2/19/19 0:23,32.72,1480000000000
Bradshawfurt,3/24/19 18:53,57.51,2300000000000
Lake Latoyabury,1/22/19 12:42,13.5,8490000000000
South Marychester,1/2/19 11:18,52.12,3450000000000
Jessicaport,1/1/19 9:45,43.69,2420000000000
South Jennifer,4/1/19 9:32,21.63,9140000000000
South Marychester,2/21/19 19:16,55.4,8820000000000
South Saramouth,2/20/19 16:32,44.29,3620000000000
Lake Latoyabury,4/22/19 16:56,38.46,1670000000000
Lake Jamie,3/13/19 6:41,26.09,1600000000000
Newtonview,1/8/19 6:19,19.39,5350000000000
Michaelberg,1/18/19 0:46,15.12,1030000000000
Jessicaport,1/14/19 7:09,18.05,5410000000000
South Marychester,1/15/19 21:44,30.26,3840000000000
North Jaime,3/6/19 9:09,44.17,1150000000000
Penaborough,2/24/19 0:44,21.89,2070000000000
North Jaime,3/12/19 13:05,23.21,5990000000000
Lake Latoyabury,4/16/19 21:12,24.1,4900000000000
South Jennifer,3/7/19 19:10,48.79,9730000000000
Taylorhaven,3/5/19 21:19,38.18,8560000000000
Jessicaport,4/13/19 16:08,39.89,6510000000000
South Marychester,3/27/19 12:07,34.42,4230000000000
Penaborough,4/27/19 6:02,38.33,547000000000
New Ryantown,4/18/19 19:43,42.97,231000000000
North Jaime,4/4/19 13:13,51.83,9120000000000
Harringtonfort,1/6/19 7:38,47.33,3850000000000
South Jennifer,4/5/19 14:35,32.2,684000000000
North Holly,1/4/19 3:31,24.88,4200000000000
Newtonview,2/5/19 22:53,45.02,7080000000000
Randallchester,2/19/19 3:52,58.55,8000000000000
Bradshawfurt,3/24/19 7:34,19.89,7870000000000
South Marychester,2/25/19 19:06,54.66,3140000000000
Bradshawfurt,2/18/19 22:21,34.32,8880000000000
Bradshawfurt,4/8/19 13:46,55.19,1740000000000
Jessicaport,3/18/19 16:59,33.72,3050000000000
Michaelberg,3/27/19 21:48,38.62,364000000000
West Heather,3/12/19 4:22,26.55,7040000000000
Garzaport,4/17/19 1:48,17.31,6090000000000
North Jaime,2/1/19 8:59,17.05,9480000000000
New Ryantown,2/4/19 23:54,45.7,3570000000000
North Holly,4/21/19 21:14,18.54,6260000000000
West Heather,2/22/19 9:01,17.4,8700000000000
Taylorhaven,4/3/19 5:41,38.92,8300000000000
Bradshawfurt,4/7/19 21:12,49.7,5090000000000
Michaelberg,1/11/19 4:39,16.42,8800000000000
Michaelberg,4/22/19 17:28,19.27,26848733115
North Holly,3/28/19 0:12,35.45,3260000000000
North Jaime,5/6/19 0:58,41.18,7330000000000
North Jaime,4/4/19 1:58,43.86,8200000000000
South Marychester,4/23/19 12:21,25.94,2940000000000
North Holly,1/23/19 6:52,40.24,3920000000000
Michaelberg,5/2/19 11:57,52.71,5650000000000
West Heather,2/22/19 1:46,33.38,5550000000000
Bradshawfurt,2/23/19 12:00,37.05,2070000000000
Penaborough,1/14/19 15:58,54.1,433000000000
New Ryantown,4/30/19 1:50,50.81,5360000000000
Michaelberg,1/19/19 12:38,38.68,103000000000
Taylorhaven,4/1/19 16:37,54.65,9100000000000
South Jennifer,4/2/19 10:26,14.11,3830000000000
Bradshawfurt,4/10/19 9:47,19.07,739000000000
Taylorhaven,3/5/19 4:46,29.45,2160000000000
Harringtonfort,2/17/19 4:42,30.58,6840000000000
Randallchester,2/11/19 5:42,25.78,9010000000000
New Ryantown,4/5/19 21:38,50.98,4830000000000
Penaborough,2/3/19 17:15,51.8,5380000000000
South Jennifer,4/10/19 20:46,43.25,624000000000
Lake Jamie,4/30/19 21:26,37.33,6760000000000
Harringtonfort,4/16/19 16:30,17.39,4020000000000
South Jennifer,1/30/19 1:40,37.05,9550000000000
Bradshawfurt,1/19/19 20:21,56.78,1250000000000
Jessicaport,5/1/19 8:14,22.44,3730000000000
Lake Latoyabury,3/29/19 9:11,13.84,7910000000000
Lake Jamie,1/18/19 7:36,43.57,1170000000000
Randallchester,3/25/19 13:36,10.37,3220000000000
Harringtonfort,3/10/19 10:11,19.02,6720000000000
Lake Latoyabury,1/24/19 13:32,34.74,5960000000000
Taylorhaven,4/2/19 9:17,47.07,8570000000000
South Jennifer,3/11/19 0:51,49.82,1150000000000
Harringtonfort,2/26/19 7:03,54.66,9200000000000
Newtonview,4/1/19 13:39,26.73,3720000000000
Michaelberg,3/10/19 10:05,56.48,3760000000000
Penaborough,1/22/19 15:36,10.11,4130000000000
Lake Latoyabury,4/14/19 7:06,11.94,2040000000000
North Jaime,4/27/19 17:58,14.01,2160000000000
West Heather,2/4/19 16:29,13.97,7120000000000
West Heather,4/18/19 19:33,46.6,3670000000000
West Heather,3/2/19 21:04,20.99,5770000000000
South Saramouth,1/28/19 15:55,31.25,7120000000000
West Heather,3/6/19 20:06,48.11,2570000000000
Garzaport,5/6/19 16:57,18.9,8830000000000
South Saramouth,3/27/19 21:07,11.87,170000000000
Randallchester,4/7/19 23:42,10.79,1620000000000
Harringtonfort,1/9/19 15:30,31.84,3730000000000
South Saramouth,4/12/19 18:11,57.23,5080000000000
North Holly,1/3/19 19:51,19.9,5560000000000
New Ryantown,5/5/19 19:29,26.53,2300000000000
West Heather,2/2/19 6:28,53.07,2460000000000
Lake Latoyabury,2/25/19 4:10,16.18,8490000000000
South Marychester,1/19/19 11:40,49.44,90058815985
Jessicaport,1/31/19 17:57,58.29,623000000000
Michaelberg,3/22/19 22:20,38.3,8030000000000
North Holly,4/18/19 19:26,30.94,3440000000000
Michaelberg,3/13/19 14:40,37.72,8840000000000
Lake Jamie,2/25/19 23:46,28.65,5820000000000
Lake Jamie,4/19/19 4:32,16.29,3520000000000
North Holly,3/18/19 10:38,40.34,3790000000000
Michaelberg,1/27/19 18:43,38.42,863000000000
Lake Jamie,4/29/19 1:58,54.22,2490000000000
Bradshawfurt,1/30/19 10:55,51.39,1330000000000
Michaelberg,4/29/19 17:04,13.38,8550000000000
Lake Latoyabury,1/30/19 0:05,20.76,9020000000000
North Jaime,2/10/19 21:03,11.11,2780000000000
West Heather,5/7/19 19:22,44.94,4260000000000
Newtonview,4/25/19 10:20,55.84,9990000000000
